sim,true_beta,n,model,p,n_f,true_beta_f
144,0.5,50,model1,2.7813812916474074e-4,50,beta = 0.5
144,0.5,50,model2,3.898512822039449e-4,50,beta = 0.5
144,0.5,50,model3,0.002095398841985533,50,beta = 0.5
144,0.5,50,model4,1.5130567458182796e-6,50,beta = 0.5
145,0.5,50,model1,3.969037867483964e-6,50,beta = 0.5
145,0.5,50,model2,5.82462513324208e-4,50,beta = 0.5
145,0.5,50,model3,7.4689030744652e-5,50,beta = 0.5
145,0.5,50,model4,3.680265591690741e-6,50,beta = 0.5
146,0.5,50,model1,1.7078761033297038e-4,50,beta = 0.5
146,0.5,50,model2,3.276087955048475e-5,50,beta = 0.5
146,0.5,50,model3,0.14013085476802142,50,beta = 0.5
146,0.5,50,model4,2.417044635461224e-5,50,beta = 0.5
147,0.5,50,model1,0.0016759041510609595,50,beta = 0.5
147,0.5,50,model2,0.016111214154187255,50,beta = 0.5
147,0.5,50,model3,3.7222042830492017e-6,50,beta = 0.5
147,0.5,50,model4,2.0955749515216357e-4,50,beta = 0.5
148,0.5,50,model1,0.027488426347598,50,beta = 0.5
148,0.5,50,model2,5.623522129541253e-6,50,beta = 0.5
148,0.5,50,model3,0.010935897487433713,50,beta = 0.5
148,0.5,50,model4,0.007790170792394044,50,beta = 0.5
149,0.5,50,model1,2.9213205440914287e-5,50,beta = 0.5
149,0.5,50,model2,5.926197035359147e-4,50,beta = 0.5
149,0.5,50,model3,7.393353879617345e-8,50,beta = 0.5
149,0.5,50,model4,0.002769347382813345,50,beta = 0.5
150,0.5,50,model1,0.0752358709271671,50,beta = 0.5
150,0.5,50,model2,0.01778002122387058,50,beta = 0.5
150,0.5,50,model3,0.02033225621818178,50,beta = 0.5
150,0.5,50,model4,6.209955979987147e-6,50,beta = 0.5
151,0.5,50,model1,4.561863250046964e-6,50,beta = 0.5
151,0.5,50,model2,7.478126958181628e-5,50,beta = 0.5
151,0.5,50,model3,0.003751589089241038,50,beta = 0.5
151,0.5,50,model4,4.669721413272511e-5,50,beta = 0.5
152,0.5,50,model1,0.01741877386471948,50,beta = 0.5
152,0.5,50,model2,0.00653363132912755,50,beta = 0.5
152,0.5,50,model3,1.2807944734199974e-7,50,beta = 0.5
152,0.5,50,model4,1.8623971307143807e-5,50,beta = 0.5
153,0.5,50,model1,4.3827714954275916e-5,50,beta = 0.5
153,0.5,50,model2,0.011045812203346285,50,beta = 0.5
153,0.5,50,model3,0.04838099043246258,50,beta = 0.5
153,0.5,50,model4,9.552037369332282e-5,50,beta = 0.5
154,0.5,50,model1,3.5735497361059864e-5,50,beta = 0.5
154,0.5,50,model2,0.020486278443614128,50,beta = 0.5
154,0.5,50,model3,2.625591763969897e-6,50,beta = 0.5
154,0.5,50,model4,6.29016796915803e-4,50,beta = 0.5
155,0.5,50,model1,1.1981064235165246e-5,50,beta = 0.5
155,0.5,50,model2,1.5022617753766458e-6,50,beta = 0.5
155,0.5,50,model3,2.323503773005745e-4,50,beta = 0.5
155,0.5,50,model4,0.001451837212645562,50,beta = 0.5
156,0.5,50,model1,9.34036333741948e-4,50,beta = 0.5
156,0.5,50,model2,9.549718229381163e-5,50,beta = 0.5
156,0.5,50,model3,1.3409943615659645e-4,50,beta = 0.5
156,0.5,50,model4,1.1808754266728877e-4,50,beta = 0.5
157,0.5,50,model1,1.062750186214875e-4,50,beta = 0.5
157,0.5,50,model2,0.003657621362927679,50,beta = 0.5
157,0.5,50,model3,0.05687414195855836,50,beta = 0.5
157,0.5,50,model4,2.954012994939799e-4,50,beta = 0.5
158,0.5,50,model1,1.2135819440763158e-6,50,beta = 0.5
158,0.5,50,model2,5.832431867159828e-4,50,beta = 0.5
158,0.5,50,model3,0.0013350021471102333,50,beta = 0.5
158,0.5,50,model4,0.04252861735808319,50,beta = 0.5
159,0.5,50,model1,0.004027194904628165,50,beta = 0.5
159,0.5,50,model2,4.487645277931332e-4,50,beta = 0.5
159,0.5,50,model3,0.0012359265768370996,50,beta = 0.5
159,0.5,50,model4,0.003990473485522481,50,beta = 0.5
160,0.5,50,model1,8.679642970831609e-5,50,beta = 0.5
160,0.5,50,model2,1.22082692699465e-4,50,beta = 0.5
160,0.5,50,model3,2.711105490295961e-4,50,beta = 0.5
160,0.5,50,model4,4.225229247559905e-4,50,beta = 0.5
161,0.5,50,model1,0.03517798363464658,50,beta = 0.5
161,0.5,50,model2,3.549785835778668e-4,50,beta = 0.5
161,0.5,50,model3,0.00793335265320567,50,beta = 0.5
161,0.5,50,model4,0.3549177394192905,50,beta = 0.5
162,0.5,50,model1,4.859493283190183e-4,50,beta = 0.5
162,0.5,50,model2,2.2607225287082554e-5,50,beta = 0.5
162,0.5,50,model3,1.7887879649632533e-5,50,beta = 0.5
162,0.5,50,model4,0.013438257827016431,50,beta = 0.5
163,0.5,50,model1,4.6225338391656735e-7,50,beta = 0.5
163,0.5,50,model2,0.012774308726482475,50,beta = 0.5
163,0.5,50,model3,0.5765978967635683,50,beta = 0.5
163,0.5,50,model4,0.0099968242267533,50,beta = 0.5
164,0.5,50,model1,0.09029854567832359,50,beta = 0.5
164,0.5,50,model2,0.0011585627921160855,50,beta = 0.5
164,0.5,50,model3,2.346232236998051e-5,50,beta = 0.5
164,0.5,50,model4,0.029399701014211507,50,beta = 0.5
165,0.5,50,model1,0.013098985480155178,50,beta = 0.5
165,0.5,50,model2,0.2675749308504536,50,beta = 0.5
165,0.5,50,model3,6.367178025112537e-6,50,beta = 0.5
165,0.5,50,model4,4.069367827879109e-4,50,beta = 0.5
166,0.5,50,model1,0.003774455840179275,50,beta = 0.5
166,0.5,50,model2,0.0017753578211025956,50,beta = 0.5
166,0.5,50,model3,8.312369354024451e-4,50,beta = 0.5
166,0.5,50,model4,0.0074739506824324006,50,beta = 0.5
167,0.5,50,model1,0.009686724935704988,50,beta = 0.5
167,0.5,50,model2,2.0341232890432214e-4,50,beta = 0.5
167,0.5,50,model3,7.837846333394732e-4,50,beta = 0.5
167,0.5,50,model4,0.05189731840059292,50,beta = 0.5
168,0.5,50,model1,3.518758113605163e-4,50,beta = 0.5
168,0.5,50,model2,8.402155630788496e-6,50,beta = 0.5
168,0.5,50,model3,0.016213772165729088,50,beta = 0.5
168,0.5,50,model4,8.092671495462233e-7,50,beta = 0.5
169,0.5,50,model1,0.1315739413927227,50,beta = 0.5
169,0.5,50,model2,8.350467741099589e-6,50,beta = 0.5
169,0.5,50,model3,0.003111090362632988,50,beta = 0.5
169,0.5,50,model4,1.3809890337840557e-5,50,beta = 0.5
170,0.5,50,model1,4.180445617916159e-4,50,beta = 0.5
170,0.5,50,model2,0.008069210587874479,50,beta = 0.5
170,0.5,50,model3,6.230307950364259e-5,50,beta = 0.5
170,0.5,50,model4,0.004678096923747549,50,beta = 0.5
171,0.5,50,model1,0.14570250122552902,50,beta = 0.5
171,0.5,50,model2,0.27774436647778294,50,beta = 0.5
171,0.5,50,model3,0.07206259795339354,50,beta = 0.5
171,0.5,50,model4,0.041695158795351045,50,beta = 0.5
172,0.5,50,model1,0.006922489813306686,50,beta = 0.5
172,0.5,50,model2,0.18517771089200197,50,beta = 0.5
172,0.5,50,model3,0.05612910953054763,50,beta = 0.5
172,0.5,50,model4,0.0030759249568465393,50,beta = 0.5
173,0.5,50,model1,3.3811358138159485e-4,50,beta = 0.5
173,0.5,50,model2,0.020628642604380867,50,beta = 0.5
173,0.5,50,model3,7.588501360086852e-7,50,beta = 0.5
173,0.5,50,model4,0.0013911053058730189,50,beta = 0.5
174,0.5,50,model1,1.6688081083336155e-5,50,beta = 0.5
174,0.5,50,model2,2.077036009895591e-5,50,beta = 0.5
174,0.5,50,model3,1.4548485329133904e-4,50,beta = 0.5
174,0.5,50,model4,8.087381508268168e-5,50,beta = 0.5
175,0.5,50,model1,0.11802195115266986,50,beta = 0.5
175,0.5,50,model2,0.00947436085879643,50,beta = 0.5
175,0.5,50,model3,6.891902800959321e-4,50,beta = 0.5
175,0.5,50,model4,6.557776105578158e-4,50,beta = 0.5
176,0.5,50,model1,5.352127097429387e-4,50,beta = 0.5
176,0.5,50,model2,2.6435545527421417e-5,50,beta = 0.5
176,0.5,50,model3,7.747472694057858e-6,50,beta = 0.5
176,0.5,50,model4,0.0012548467195099041,50,beta = 0.5
177,0.5,50,model1,0.008130796755727534,50,beta = 0.5
177,0.5,50,model2,0.002740925125936616,50,beta = 0.5
177,0.5,50,model3,0.003988531492860759,50,beta = 0.5
177,0.5,50,model4,0.006161427401703342,50,beta = 0.5
178,0.5,50,model1,3.3082258132111043e-4,50,beta = 0.5
178,0.5,50,model2,0.0037352945889002147,50,beta = 0.5
178,0.5,50,model3,0.0035776987742138664,50,beta = 0.5
178,0.5,50,model4,0.0019240754755114617,50,beta = 0.5
179,0.5,50,model1,2.8293497819109544e-4,50,beta = 0.5
179,0.5,50,model2,1.6622576308022606e-5,50,beta = 0.5
179,0.5,50,model3,5.1010856935012636e-5,50,beta = 0.5
179,0.5,50,model4,1.0162492865365911e-7,50,beta = 0.5
180,0.5,50,model1,0.0029242783736076316,50,beta = 0.5
180,0.5,50,model2,1.7211235930736038e-6,50,beta = 0.5
180,0.5,50,model3,0.6375607835877811,50,beta = 0.5
180,0.5,50,model4,3.049454841476319e-5,50,beta = 0.5
181,0.5,50,model1,7.169478866388268e-5,50,beta = 0.5
181,0.5,50,model2,0.025508125500327036,50,beta = 0.5
181,0.5,50,model3,3.43819901523357e-4,50,beta = 0.5
181,0.5,50,model4,1.0095488796143584e-4,50,beta = 0.5
182,0.5,50,model1,3.52382959300733e-5,50,beta = 0.5
182,0.5,50,model2,2.7635650355889424e-4,50,beta = 0.5
182,0.5,50,model3,0.06899315998771761,50,beta = 0.5
182,0.5,50,model4,0.0027315570011450384,50,beta = 0.5
183,0.5,50,model1,0.002460588479784606,50,beta = 0.5
183,0.5,50,model2,1.3987920585523112e-4,50,beta = 0.5
183,0.5,50,model3,0.002642583127720753,50,beta = 0.5
183,0.5,50,model4,1.1303125643598285e-4,50,beta = 0.5
184,0.5,50,model1,7.371199839230995e-5,50,beta = 0.5
184,0.5,50,model2,5.610941580772433e-4,50,beta = 0.5
184,0.5,50,model3,0.0011182628683206667,50,beta = 0.5
184,0.5,50,model4,0.012099472744383569,50,beta = 0.5
185,0.5,50,model1,0.2652815576242716,50,beta = 0.5
185,0.5,50,model2,4.374928505577619e-4,50,beta = 0.5
185,0.5,50,model3,0.16558765046273244,50,beta = 0.5
185,0.5,50,model4,4.718585171656711e-4,50,beta = 0.5
186,0.5,50,model1,4.480034657300023e-6,50,beta = 0.5
186,0.5,50,model2,0.06308030924187548,50,beta = 0.5
186,0.5,50,model3,0.037505749523584375,50,beta = 0.5
186,0.5,50,model4,5.912862387031227e-4,50,beta = 0.5
187,0.5,50,model1,9.161059288219649e-4,50,beta = 0.5
187,0.5,50,model2,5.81145745570811e-5,50,beta = 0.5
187,0.5,50,model3,4.896406727305008e-5,50,beta = 0.5
187,0.5,50,model4,1.1984797494085687e-4,50,beta = 0.5
188,0.5,50,model1,6.241026770004265e-4,50,beta = 0.5
188,0.5,50,model2,1.1110147879322212e-4,50,beta = 0.5
188,0.5,50,model3,0.0011107244317470548,50,beta = 0.5
188,0.5,50,model4,0.021018603362311802,50,beta = 0.5
189,0.5,50,model1,0.02030056004465638,50,beta = 0.5
189,0.5,50,model2,0.0012231038521613102,50,beta = 0.5
189,0.5,50,model3,6.239813007802976e-5,50,beta = 0.5
189,0.5,50,model4,4.793398956264032e-5,50,beta = 0.5
190,0.5,50,model1,0.02075085402652945,50,beta = 0.5
190,0.5,50,model2,0.00983906519286872,50,beta = 0.5
190,0.5,50,model3,8.531852670644438e-4,50,beta = 0.5
190,0.5,50,model4,3.592779842506771e-5,50,beta = 0.5
191,0.5,50,model1,0.03409175009458334,50,beta = 0.5
191,0.5,50,model2,0.013197360894899524,50,beta = 0.5
191,0.5,50,model3,4.8049579583546735e-4,50,beta = 0.5
191,0.5,50,model4,0.004074551701728595,50,beta = 0.5
192,0.5,50,model1,0.01631629903150449,50,beta = 0.5
192,0.5,50,model2,0.006849033378535203,50,beta = 0.5
192,0.5,50,model3,0.0014836802355958074,50,beta = 0.5
192,0.5,50,model4,0.003561189896133067,50,beta = 0.5
193,0.5,50,model1,3.976801377544442e-4,50,beta = 0.5
193,0.5,50,model2,0.0021909698639835913,50,beta = 0.5
193,0.5,50,model3,4.867107218988263e-6,50,beta = 0.5
193,0.5,50,model4,3.504549684556494e-4,50,beta = 0.5
194,0.5,50,model1,2.0158370404126154e-7,50,beta = 0.5
194,0.5,50,model2,3.3769613917823402e-6,50,beta = 0.5
194,0.5,50,model3,4.069830644065227e-6,50,beta = 0.5
194,0.5,50,model4,5.989840862426196e-4,50,beta = 0.5
195,0.5,50,model1,0.0027466157990529345,50,beta = 0.5
195,0.5,50,model2,5.340553815460892e-7,50,beta = 0.5
195,0.5,50,model3,0.0021243213015376444,50,beta = 0.5
195,0.5,50,model4,1.572804182415191e-5,50,beta = 0.5
196,0.5,50,model1,5.484509233082773e-6,50,beta = 0.5
196,0.5,50,model2,0.004974588703225801,50,beta = 0.5
196,0.5,50,model3,0.01549687210683173,50,beta = 0.5
196,0.5,50,model4,2.7285264733145355e-5,50,beta = 0.5
197,0.5,50,model1,0.02999068473378394,50,beta = 0.5
197,0.5,50,model2,4.811570566085607e-4,50,beta = 0.5
197,0.5,50,model3,0.0015966596073514756,50,beta = 0.5
197,0.5,50,model4,3.788883278771898e-4,50,beta = 0.5
198,0.5,50,model1,1.2839629339365398e-4,50,beta = 0.5
198,0.5,50,model2,0.0013195872822110875,50,beta = 0.5
198,0.5,50,model3,0.0889751232963538,50,beta = 0.5
198,0.5,50,model4,0.08331613581470393,50,beta = 0.5
199,0.5,50,model1,5.296748594395624e-4,50,beta = 0.5
199,0.5,50,model2,0.008070413729110224,50,beta = 0.5
199,0.5,50,model3,0.00888041013483787,50,beta = 0.5
199,0.5,50,model4,0.0015584396010938691,50,beta = 0.5
200,0.5,50,model1,1.8537377381684424e-5,50,beta = 0.5
200,0.5,50,model2,0.012637050358830506,50,beta = 0.5
200,0.5,50,model3,2.4848555895901525e-4,50,beta = 0.5
200,0.5,50,model4,1.2267564228846155e-5,50,beta = 0.5
201,0.5,50,model1,5.7289966935135725e-6,50,beta = 0.5
201,0.5,50,model2,3.64756815292583e-4,50,beta = 0.5
201,0.5,50,model3,0.030416892448917713,50,beta = 0.5
201,0.5,50,model4,0.3557530031420322,50,beta = 0.5
202,0.5,50,model1,6.996516149746858e-4,50,beta = 0.5
202,0.5,50,model2,0.021002759063472105,50,beta = 0.5
202,0.5,50,model3,0.0025556990745840753,50,beta = 0.5
202,0.5,50,model4,3.591398606492068e-5,50,beta = 0.5
203,0.5,50,model1,4.8624441999973116e-4,50,beta = 0.5
203,0.5,50,model2,0.04946408967374623,50,beta = 0.5
203,0.5,50,model3,0.0022906861932538935,50,beta = 0.5
203,0.5,50,model4,0.011617283103584508,50,beta = 0.5
204,0.5,50,model1,0.018565328806889266,50,beta = 0.5
204,0.5,50,model2,0.0020305639537837573,50,beta = 0.5
204,0.5,50,model3,0.009253811515276916,50,beta = 0.5
204,0.5,50,model4,0.00293135208370017,50,beta = 0.5
205,0.5,50,model1,1.931477322961362e-5,50,beta = 0.5
205,0.5,50,model2,1.3904221704806068e-4,50,beta = 0.5
205,0.5,50,model3,1.0138983129563251e-4,50,beta = 0.5
205,0.5,50,model4,1.0983816698668428e-6,50,beta = 0.5
206,0.5,50,model1,0.7895912303766414,50,beta = 0.5
206,0.5,50,model2,0.0031495884618803222,50,beta = 0.5
206,0.5,50,model3,0.3163421507487223,50,beta = 0.5
206,0.5,50,model4,4.4859560187057436e-4,50,beta = 0.5
207,0.5,50,model1,1.0718193674270813e-4,50,beta = 0.5
207,0.5,50,model2,0.00834678613105363,50,beta = 0.5
207,0.5,50,model3,0.00131730986883494,50,beta = 0.5
207,0.5,50,model4,0.113315971012014,50,beta = 0.5
208,0.5,50,model1,1.7412024469434835e-5,50,beta = 0.5
208,0.5,50,model2,0.026224890317357988,50,beta = 0.5
208,0.5,50,model3,8.811412078230524e-6,50,beta = 0.5
208,0.5,50,model4,0.007748262407514455,50,beta = 0.5
209,0.5,50,model1,2.1501385148807683e-4,50,beta = 0.5
209,0.5,50,model2,6.195294304588163e-7,50,beta = 0.5
209,0.5,50,model3,0.001996520254207756,50,beta = 0.5
209,0.5,50,model4,1.467599199066879e-4,50,beta = 0.5
210,0.5,50,model1,3.6957956432676605e-6,50,beta = 0.5
210,0.5,50,model2,0.01787222407660755,50,beta = 0.5
210,0.5,50,model3,0.08972495844696933,50,beta = 0.5
210,0.5,50,model4,0.004399202438104307,50,beta = 0.5
211,0.5,50,model1,0.005915590460067858,50,beta = 0.5
211,0.5,50,model2,6.544147021362406e-4,50,beta = 0.5
211,0.5,50,model3,0.02916151839556044,50,beta = 0.5
211,0.5,50,model4,6.585527481463449e-7,50,beta = 0.5
212,0.5,50,model1,0.007866815125295872,50,beta = 0.5
212,0.5,50,model2,0.003245711654205978,50,beta = 0.5
212,0.5,50,model3,4.478296708599443e-5,50,beta = 0.5
212,0.5,50,model4,2.238784433696048e-4,50,beta = 0.5
213,0.5,50,model1,0.003226224129885891,50,beta = 0.5
213,0.5,50,model2,5.453697269251876e-5,50,beta = 0.5
213,0.5,50,model3,4.183533249071886e-6,50,beta = 0.5
213,0.5,50,model4,2.7475804118176575e-7,50,beta = 0.5
214,0.5,50,model1,0.012482704500710188,50,beta = 0.5
214,0.5,50,model2,1.984600851969676e-4,50,beta = 0.5
214,0.5,50,model3,1.2685331716785205e-4,50,beta = 0.5
214,0.5,50,model4,0.022963209345910226,50,beta = 0.5
215,0.5,50,model1,0.005579953452662854,50,beta = 0.5
215,0.5,50,model2,0.04891873622849624,50,beta = 0.5
215,0.5,50,model3,0.00866935625790776,50,beta = 0.5
215,0.5,50,model4,0.036396348954257585,50,beta = 0.5
216,0.5,50,model1,0.2964725440027536,50,beta = 0.5
216,0.5,50,model2,0.003196803918073447,50,beta = 0.5
216,0.5,50,model3,0.0012206194682581842,50,beta = 0.5
216,0.5,50,model4,6.294503556818149e-4,50,beta = 0.5
217,0.5,50,model1,7.200918365735343e-4,50,beta = 0.5
217,0.5,50,model2,0.005759122439337472,50,beta = 0.5
217,0.5,50,model3,0.5600549500337193,50,beta = 0.5
217,0.5,50,model4,0.22268442933217084,50,beta = 0.5
218,0.5,50,model1,1.6859640584530216e-4,50,beta = 0.5
218,0.5,50,model2,0.009286169998358986,50,beta = 0.5
218,0.5,50,model3,0.010709519217900455,50,beta = 0.5
218,0.5,50,model4,2.6896020414961915e-7,50,beta = 0.5
219,0.5,50,model1,2.3075041870110016e-4,50,beta = 0.5
219,0.5,50,model2,7.732163325110377e-4,50,beta = 0.5
219,0.5,50,model3,0.0010939970092377132,50,beta = 0.5
219,0.5,50,model4,6.213871407032001e-6,50,beta = 0.5
220,0.5,50,model1,0.05217969712786939,50,beta = 0.5
220,0.5,50,model2,0.1047303816861108,50,beta = 0.5
220,0.5,50,model3,0.00326784166779681,50,beta = 0.5
220,0.5,50,model4,0.023727538285259142,50,beta = 0.5
221,0.5,50,model1,7.834483363234284e-4,50,beta = 0.5
221,0.5,50,model2,4.557896395397672e-6,50,beta = 0.5
221,0.5,50,model3,0.09248693396669481,50,beta = 0.5
221,0.5,50,model4,0.016860866292691422,50,beta = 0.5
222,0.5,50,model1,0.001128095799302914,50,beta = 0.5
222,0.5,50,model2,0.0054011671175796475,50,beta = 0.5
222,0.5,50,model3,5.324742938314782e-5,50,beta = 0.5
222,0.5,50,model4,1.5084157367057604e-5,50,beta = 0.5
223,0.5,50,model1,0.015681469446106842,50,beta = 0.5
223,0.5,50,model2,0.014492340109103509,50,beta = 0.5
223,0.5,50,model3,8.822134878719423e-7,50,beta = 0.5
223,0.5,50,model4,0.0011894445970051294,50,beta = 0.5
224,0.5,50,model1,2.073193142193342e-5,50,beta = 0.5
224,0.5,50,model2,0.049223300551951704,50,beta = 0.5
224,0.5,50,model3,1.0384872946303063e-4,50,beta = 0.5
224,0.5,50,model4,5.257627002578782e-5,50,beta = 0.5
225,0.5,50,model1,3.7403900245116823e-4,50,beta = 0.5
225,0.5,50,model2,0.2335942439750881,50,beta = 0.5
225,0.5,50,model3,0.003900407418821863,50,beta = 0.5
225,0.5,50,model4,3.41409604136322e-5,50,beta = 0.5
226,0.5,50,model1,2.881715787018672e-4,50,beta = 0.5
226,0.5,50,model2,0.0042814390405771065,50,beta = 0.5
226,0.5,50,model3,0.08236537333632836,50,beta = 0.5
226,0.5,50,model4,0.7505585968376187,50,beta = 0.5
227,0.5,50,model1,0.0011091959122073647,50,beta = 0.5
227,0.5,50,model2,2.9873765662366964e-4,50,beta = 0.5
227,0.5,50,model3,0.0014528828582297578,50,beta = 0.5
227,0.5,50,model4,3.185731927377778e-5,50,beta = 0.5
228,0.5,50,model1,0.0179091387915926,50,beta = 0.5
228,0.5,50,model2,5.959238828246394e-5,50,beta = 0.5
228,0.5,50,model3,3.338206556929188e-4,50,beta = 0.5
228,0.5,50,model4,9.13794970656667e-4,50,beta = 0.5
229,0.5,50,model1,1.2059584789028741e-6,50,beta = 0.5
229,0.5,50,model2,1.7136726354544901e-4,50,beta = 0.5
229,0.5,50,model3,4.665399487494262e-5,50,beta = 0.5
229,0.5,50,model4,0.012691221234968268,50,beta = 0.5
230,0.5,50,model1,1.8145626622522407e-7,50,beta = 0.5
230,0.5,50,model2,0.004185929242258841,50,beta = 0.5
230,0.5,50,model3,0.02628128544173412,50,beta = 0.5
230,0.5,50,model4,3.741281586955446e-4,50,beta = 0.5
231,0.5,50,model1,0.011952791299568796,50,beta = 0.5
231,0.5,50,model2,0.001686175855847822,50,beta = 0.5
231,0.5,50,model3,1.2672729914266003e-4,50,beta = 0.5
231,0.5,50,model4,1.28143829106768e-4,50,beta = 0.5
232,0.5,50,model1,1.9365917078560825e-5,50,beta = 0.5
232,0.5,50,model2,3.798256375155033e-5,50,beta = 0.5
232,0.5,50,model3,6.577308621024096e-4,50,beta = 0.5
232,0.5,50,model4,9.770838614997246e-7,50,beta = 0.5
233,0.5,50,model1,0.0067327210329611205,50,beta = 0.5
233,0.5,50,model2,1.6912489684235224e-4,50,beta = 0.5
233,0.5,50,model3,0.0013983882591947726,50,beta = 0.5
233,0.5,50,model4,0.08719784901734248,50,beta = 0.5
234,0.5,50,model1,6.348040731118665e-6,50,beta = 0.5
234,0.5,50,model2,5.828245015144811e-4,50,beta = 0.5
234,0.5,50,model3,1.7532131205123944e-7,50,beta = 0.5
234,0.5,50,model4,8.891773445143415e-6,50,beta = 0.5
235,0.5,50,model1,0.038794267284155824,50,beta = 0.5
235,0.5,50,model2,0.08517242644030024,50,beta = 0.5
235,0.5,50,model3,0.0023509323557125063,50,beta = 0.5
235,0.5,50,model4,2.0086773307706105e-4,50,beta = 0.5
236,0.5,50,model1,0.0434422139562341,50,beta = 0.5
236,0.5,50,model2,0.113798757051516,50,beta = 0.5
236,0.5,50,model3,9.77152904378988e-5,50,beta = 0.5
236,0.5,50,model4,0.009434505769683296,50,beta = 0.5
237,0.5,50,model1,2.939385709786497e-4,50,beta = 0.5
237,0.5,50,model2,1.5882495426078647e-4,50,beta = 0.5
237,0.5,50,model3,0.24254304315746955,50,beta = 0.5
237,0.5,50,model4,0.009130625180568314,50,beta = 0.5
238,0.5,50,model1,3.0213060886399114e-4,50,beta = 0.5
238,0.5,50,model2,0.005799225203501723,50,beta = 0.5
238,0.5,50,model3,0.15137742754021638,50,beta = 0.5
238,0.5,50,model4,4.1158438849799646e-4,50,beta = 0.5
239,0.5,50,model1,3.5849257774337745e-5,50,beta = 0.5
239,0.5,50,model2,1.1895281502348372e-5,50,beta = 0.5
239,0.5,50,model3,0.006202329580058728,50,beta = 0.5
239,0.5,50,model4,0.0021692026601099292,50,beta = 0.5
240,0.5,50,model1,9.124675442729531e-5,50,beta = 0.5
240,0.5,50,model2,0.0028088497683859464,50,beta = 0.5
240,0.5,50,model3,0.0011570545022330998,50,beta = 0.5
240,0.5,50,model4,0.014223613277657442,50,beta = 0.5
241,0.5,50,model1,0.0020011728896420105,50,beta = 0.5
241,0.5,50,model2,0.00959528727260275,50,beta = 0.5
241,0.5,50,model3,0.0061083589407252975,50,beta = 0.5
241,0.5,50,model4,0.06399586861705274,50,beta = 0.5
242,0.5,50,model1,5.693031779685557e-5,50,beta = 0.5
242,0.5,50,model2,0.04021804889082777,50,beta = 0.5
242,0.5,50,model3,0.053366819260473326,50,beta = 0.5
242,0.5,50,model4,0.003350181201711581,50,beta = 0.5
243,0.5,50,model1,0.0013778681281435728,50,beta = 0.5
243,0.5,50,model2,4.0486122996128386e-4,50,beta = 0.5
243,0.5,50,model3,4.503774986970708e-5,50,beta = 0.5
243,0.5,50,model4,8.320429378468096e-7,50,beta = 0.5
244,0.5,50,model1,2.6907774218293278e-5,50,beta = 0.5
244,0.5,50,model2,0.0017292606206959099,50,beta = 0.5
244,0.5,50,model3,0.003031170278621635,50,beta = 0.5
244,0.5,50,model4,0.03269442932969328,50,beta = 0.5
245,0.5,50,model1,0.0050969479935055175,50,beta = 0.5
245,0.5,50,model2,0.0031377478797859474,50,beta = 0.5
245,0.5,50,model3,0.004581350172421678,50,beta = 0.5
245,0.5,50,model4,3.735026634427038e-4,50,beta = 0.5
246,0.5,50,model1,0.005200467708660391,50,beta = 0.5
246,0.5,50,model2,0.024739056081290203,50,beta = 0.5
246,0.5,50,model3,1.920976132623132e-5,50,beta = 0.5
246,0.5,50,model4,4.733848048866561e-4,50,beta = 0.5
247,0.5,50,model1,7.937417371025692e-6,50,beta = 0.5
247,0.5,50,model2,4.145602101280933e-6,50,beta = 0.5
247,0.5,50,model3,0.007037636393642527,50,beta = 0.5
247,0.5,50,model4,0.0011838592553082591,50,beta = 0.5
248,0.5,50,model1,5.239190894457904e-6,50,beta = 0.5
248,0.5,50,model2,0.05399376699450324,50,beta = 0.5
248,0.5,50,model3,0.04119900862823367,50,beta = 0.5
248,0.5,50,model4,5.377952653531644e-4,50,beta = 0.5
249,0.5,50,model1,1.568680017920509e-6,50,beta = 0.5
249,0.5,50,model2,0.012025936550577276,50,beta = 0.5
249,0.5,50,model3,4.7125469794115756e-4,50,beta = 0.5
249,0.5,50,model4,0.001592855767936579,50,beta = 0.5
250,0.5,50,model1,0.006354740885909735,50,beta = 0.5
250,0.5,50,model2,0.009570511799420976,50,beta = 0.5
250,0.5,50,model3,2.740533759954419e-5,50,beta = 0.5
250,0.5,50,model4,2.256558299632902e-4,50,beta = 0.5
251,0.5,50,model1,0.006118995406628242,50,beta = 0.5
251,0.5,50,model2,0.0128184390379756,50,beta = 0.5
251,0.5,50,model3,0.003632245645981159,50,beta = 0.5
251,0.5,50,model4,0.0907409342717296,50,beta = 0.5
252,0.5,50,model1,0.007103804229325319,50,beta = 0.5
252,0.5,50,model2,2.2030093864215263e-4,50,beta = 0.5
252,0.5,50,model3,0.0018896258460904308,50,beta = 0.5
252,0.5,50,model4,0.00140921486568723,50,beta = 0.5
253,0.5,50,model1,2.200619028432498e-7,50,beta = 0.5
253,0.5,50,model2,0.004290689238667715,50,beta = 0.5
253,0.5,50,model3,1.0865997916373625e-4,50,beta = 0.5
253,0.5,50,model4,0.05253800090494926,50,beta = 0.5
254,0.5,50,model1,0.015098076620127288,50,beta = 0.5
254,0.5,50,model2,0.010816690593692713,50,beta = 0.5
254,0.5,50,model3,0.012102147023518918,50,beta = 0.5
254,0.5,50,model4,0.0019892076155983997,50,beta = 0.5
255,0.5,50,model1,9.588937776985542e-6,50,beta = 0.5
255,0.5,50,model2,8.09765294873847e-4,50,beta = 0.5
255,0.5,50,model3,0.0017261529290634595,50,beta = 0.5
