sim,true_beta,n,model,p,n_f,true_beta_f
255,0.5,50,model4,0.009923906429182268,50,beta = 0.5
256,0.5,50,model1,0.6043695146398782,50,beta = 0.5
256,0.5,50,model2,0.004838921325747022,50,beta = 0.5
256,0.5,50,model3,1.153915787851395e-4,50,beta = 0.5
256,0.5,50,model4,0.12861659937615938,50,beta = 0.5
257,0.5,50,model1,0.0015404905781634796,50,beta = 0.5
257,0.5,50,model2,1.2766061907104465e-4,50,beta = 0.5
257,0.5,50,model3,0.060291078826321454,50,beta = 0.5
257,0.5,50,model4,2.323561009705179e-6,50,beta = 0.5
258,0.5,50,model1,3.6440484380898143e-4,50,beta = 0.5
258,0.5,50,model2,0.0015211837056327722,50,beta = 0.5
258,0.5,50,model3,0.003818014774153224,50,beta = 0.5
258,0.5,50,model4,6.880387142532361e-5,50,beta = 0.5
259,0.5,50,model1,0.00225752884718481,50,beta = 0.5
259,0.5,50,model2,0.02018835411707636,50,beta = 0.5
259,0.5,50,model3,0.002852915130113653,50,beta = 0.5
259,0.5,50,model4,0.004196695374448992,50,beta = 0.5
260,0.5,50,model1,0.013660383392226558,50,beta = 0.5
260,0.5,50,model2,9.070148656588207e-5,50,beta = 0.5
260,0.5,50,model3,0.12103928070417876,50,beta = 0.5
260,0.5,50,model4,1.935463115596244e-5,50,beta = 0.5
261,0.5,50,model1,0.030743033481068847,50,beta = 0.5
261,0.5,50,model2,0.0010767710897811263,50,beta = 0.5
261,0.5,50,model3,0.15173720554310802,50,beta = 0.5
261,0.5,50,model4,3.592910726346441e-6,50,beta = 0.5
262,0.5,50,model1,0.001067760459020887,50,beta = 0.5
262,0.5,50,model2,3.073037989814972e-4,50,beta = 0.5
262,0.5,50,model3,4.903708510924702e-7,50,beta = 0.5
262,0.5,50,model4,3.950916620966418e-6,50,beta = 0.5
263,0.5,50,model1,0.0409302397120237,50,beta = 0.5
263,0.5,50,model2,0.004188863119580615,50,beta = 0.5
263,0.5,50,model3,0.0031323748753496797,50,beta = 0.5
263,0.5,50,model4,0.26580263564733675,50,beta = 0.5
264,0.5,50,model1,2.0245546078355474e-5,50,beta = 0.5
264,0.5,50,model2,0.0021137021740182792,50,beta = 0.5
264,0.5,50,model3,0.048634886091899796,50,beta = 0.5
264,0.5,50,model4,0.1386688050971236,50,beta = 0.5
265,0.5,50,model1,4.071981713095242e-6,50,beta = 0.5
265,0.5,50,model2,0.1630199493328307,50,beta = 0.5
265,0.5,50,model3,1.0880870756233224e-4,50,beta = 0.5
265,0.5,50,model4,0.13509279013221626,50,beta = 0.5
266,0.5,50,model1,2.6897861725793035e-6,50,beta = 0.5
266,0.5,50,model2,0.057116836734757995,50,beta = 0.5
266,0.5,50,model3,7.824150379845653e-4,50,beta = 0.5
266,0.5,50,model4,1.1329422106837898e-5,50,beta = 0.5
267,0.5,50,model1,1.1495175091913257e-4,50,beta = 0.5
267,0.5,50,model2,3.4889538366992585e-6,50,beta = 0.5
267,0.5,50,model3,0.0017340861481200795,50,beta = 0.5
267,0.5,50,model4,0.0025633096908786795,50,beta = 0.5
268,0.5,50,model1,3.27330010879138e-4,50,beta = 0.5
268,0.5,50,model2,3.365000785441656e-4,50,beta = 0.5
268,0.5,50,model3,0.0012223256900044726,50,beta = 0.5
268,0.5,50,model4,9.055789558018036e-4,50,beta = 0.5
269,0.5,50,model1,0.014663261872188756,50,beta = 0.5
269,0.5,50,model2,0.004770484278982963,50,beta = 0.5
269,0.5,50,model3,1.8281006317553332e-4,50,beta = 0.5
269,0.5,50,model4,6.61919324172407e-5,50,beta = 0.5
270,0.5,50,model1,0.0016161576630359673,50,beta = 0.5
270,0.5,50,model2,0.0073613593835999,50,beta = 0.5
270,0.5,50,model3,0.003468425608134829,50,beta = 0.5
270,0.5,50,model4,0.008448134929715384,50,beta = 0.5
271,0.5,50,model1,0.0019808002712483497,50,beta = 0.5
271,0.5,50,model2,0.02360879094413141,50,beta = 0.5
271,0.5,50,model3,6.31848785764518e-4,50,beta = 0.5
271,0.5,50,model4,0.17298623563114474,50,beta = 0.5
272,0.5,50,model1,0.01326064918725398,50,beta = 0.5
272,0.5,50,model2,1.5667467397889612e-5,50,beta = 0.5
272,0.5,50,model3,0.02972364616751293,50,beta = 0.5
272,0.5,50,model4,0.001471334317764561,50,beta = 0.5
273,0.5,50,model1,3.0363846549398717e-4,50,beta = 0.5
273,0.5,50,model2,0.03512581112030031,50,beta = 0.5
273,0.5,50,model3,0.29290270680390296,50,beta = 0.5
273,0.5,50,model4,0.008374899459692655,50,beta = 0.5
274,0.5,50,model1,1.3186368610669119e-5,50,beta = 0.5
274,0.5,50,model2,1.3849739416491215e-7,50,beta = 0.5
274,0.5,50,model3,1.468421903008209e-7,50,beta = 0.5
274,0.5,50,model4,9.548964927757373e-7,50,beta = 0.5
275,0.5,50,model1,0.047295728507581035,50,beta = 0.5
275,0.5,50,model2,0.028388997951156125,50,beta = 0.5
275,0.5,50,model3,0.0015956398427699856,50,beta = 0.5
275,0.5,50,model4,4.65615273925029e-4,50,beta = 0.5
276,0.5,50,model1,0.007572437482242742,50,beta = 0.5
276,0.5,50,model2,0.003062399628789221,50,beta = 0.5
276,0.5,50,model3,5.020695807553837e-5,50,beta = 0.5
276,0.5,50,model4,0.03653933984751408,50,beta = 0.5
277,0.5,50,model1,1.692015993907646e-4,50,beta = 0.5
277,0.5,50,model2,1.1681576506773529e-4,50,beta = 0.5
277,0.5,50,model3,4.8810152172141066e-4,50,beta = 0.5
277,0.5,50,model4,6.804848115585566e-5,50,beta = 0.5
278,0.5,50,model1,0.031496865597287524,50,beta = 0.5
278,0.5,50,model2,0.0013653856749233754,50,beta = 0.5
278,0.5,50,model3,8.269247966287854e-5,50,beta = 0.5
278,0.5,50,model4,5.5961303860746516e-5,50,beta = 0.5
279,0.5,50,model1,0.008681013168783351,50,beta = 0.5
279,0.5,50,model2,0.08992642365038009,50,beta = 0.5
279,0.5,50,model3,0.2838386094658886,50,beta = 0.5
279,0.5,50,model4,1.4524598476597486e-4,50,beta = 0.5
280,0.5,50,model1,1.6319698022532336e-4,50,beta = 0.5
280,0.5,50,model2,0.03057526788830099,50,beta = 0.5
280,0.5,50,model3,0.10643617658446912,50,beta = 0.5
280,0.5,50,model4,1.8963157382732058e-5,50,beta = 0.5
281,0.5,50,model1,0.005141310757531294,50,beta = 0.5
281,0.5,50,model2,0.0019637992754947473,50,beta = 0.5
281,0.5,50,model3,0.07163976220142541,50,beta = 0.5
281,0.5,50,model4,2.7058295269362907e-4,50,beta = 0.5
282,0.5,50,model1,0.0015812809639444403,50,beta = 0.5
282,0.5,50,model2,8.222292161181787e-5,50,beta = 0.5
282,0.5,50,model3,0.03430136938132004,50,beta = 0.5
282,0.5,50,model4,0.0060548667388389465,50,beta = 0.5
283,0.5,50,model1,0.01967411212106229,50,beta = 0.5
283,0.5,50,model2,3.6219760403408434e-4,50,beta = 0.5
283,0.5,50,model3,2.8001013515553448e-5,50,beta = 0.5
283,0.5,50,model4,5.215792218145041e-10,50,beta = 0.5
284,0.5,50,model1,0.05554282822588892,50,beta = 0.5
284,0.5,50,model2,4.437333129659834e-5,50,beta = 0.5
284,0.5,50,model3,0.003206372552243053,50,beta = 0.5
284,0.5,50,model4,0.005699124788599049,50,beta = 0.5
285,0.5,50,model1,1.2338523079871225e-4,50,beta = 0.5
285,0.5,50,model2,1.1410625569418502e-5,50,beta = 0.5
285,0.5,50,model3,0.0015074191834284797,50,beta = 0.5
285,0.5,50,model4,1.077055229969028e-6,50,beta = 0.5
286,0.5,50,model1,0.0034716078496754605,50,beta = 0.5
286,0.5,50,model2,5.380394134326957e-4,50,beta = 0.5
286,0.5,50,model3,8.3078580272303e-6,50,beta = 0.5
286,0.5,50,model4,9.080501098065222e-6,50,beta = 0.5
287,0.5,50,model1,1.8397927714069743e-4,50,beta = 0.5
287,0.5,50,model2,3.6695488407734395e-4,50,beta = 0.5
287,0.5,50,model3,1.0252178076204129e-5,50,beta = 0.5
287,0.5,50,model4,0.0019422310826264994,50,beta = 0.5
288,0.5,50,model1,0.04361345647492489,50,beta = 0.5
288,0.5,50,model2,0.028954070595078787,50,beta = 0.5
288,0.5,50,model3,0.0029205111380123075,50,beta = 0.5
288,0.5,50,model4,0.10069144340189438,50,beta = 0.5
289,0.5,50,model1,2.783656071753911e-4,50,beta = 0.5
289,0.5,50,model2,0.006190321221908609,50,beta = 0.5
289,0.5,50,model3,1.100596237699768e-5,50,beta = 0.5
289,0.5,50,model4,0.011247609880575384,50,beta = 0.5
290,0.5,50,model1,1.4792133687681854e-4,50,beta = 0.5
290,0.5,50,model2,2.6274016847598604e-7,50,beta = 0.5
290,0.5,50,model3,1.3150483647309265e-4,50,beta = 0.5
290,0.5,50,model4,1.9732112999418606e-5,50,beta = 0.5
291,0.5,50,model1,1.614778700805312e-4,50,beta = 0.5
291,0.5,50,model2,1.9467062450932035e-4,50,beta = 0.5
291,0.5,50,model3,0.001437119993596804,50,beta = 0.5
291,0.5,50,model4,1.0849588560960013e-6,50,beta = 0.5
292,0.5,50,model1,4.259194634533742e-4,50,beta = 0.5
292,0.5,50,model2,5.4848305402102087e-5,50,beta = 0.5
292,0.5,50,model3,0.00275317011199501,50,beta = 0.5
292,0.5,50,model4,4.768863563827974e-5,50,beta = 0.5
293,0.5,50,model1,0.0016301881395159568,50,beta = 0.5
293,0.5,50,model2,0.023735707246743173,50,beta = 0.5
293,0.5,50,model3,1.0949711009506838e-4,50,beta = 0.5
293,0.5,50,model4,0.005511376159259154,50,beta = 0.5
294,0.5,50,model1,6.460294866850202e-4,50,beta = 0.5
294,0.5,50,model2,7.46348610839798e-5,50,beta = 0.5
294,0.5,50,model3,2.3873828323908653e-5,50,beta = 0.5
294,0.5,50,model4,0.002605140095143893,50,beta = 0.5
295,0.5,50,model1,0.00154061964023958,50,beta = 0.5
295,0.5,50,model2,0.13456345961828636,50,beta = 0.5
295,0.5,50,model3,4.50873726326464e-4,50,beta = 0.5
295,0.5,50,model4,2.569686612248739e-6,50,beta = 0.5
296,0.5,50,model1,0.002585302392657516,50,beta = 0.5
296,0.5,50,model2,0.002151422852929628,50,beta = 0.5
296,0.5,50,model3,0.13666853555538827,50,beta = 0.5
296,0.5,50,model4,0.012563611877398002,50,beta = 0.5
297,0.5,50,model1,0.0066341879018584436,50,beta = 0.5
297,0.5,50,model2,2.504810023397787e-4,50,beta = 0.5
297,0.5,50,model3,6.529499693403423e-4,50,beta = 0.5
297,0.5,50,model4,2.7055454349835337e-10,50,beta = 0.5
298,0.5,50,model1,4.266874727489338e-4,50,beta = 0.5
298,0.5,50,model2,1.1288281775248779e-4,50,beta = 0.5
298,0.5,50,model3,0.0010274276531376091,50,beta = 0.5
298,0.5,50,model4,4.005850982304459e-5,50,beta = 0.5
299,0.5,50,model1,4.197098809202974e-4,50,beta = 0.5
299,0.5,50,model2,7.726521108602588e-8,50,beta = 0.5
299,0.5,50,model3,8.649292800952971e-4,50,beta = 0.5
299,0.5,50,model4,2.7223793018133416e-5,50,beta = 0.5
300,0.5,50,model1,1.0824037966606746e-4,50,beta = 0.5
300,0.5,50,model2,4.6163199038344913e-4,50,beta = 0.5
300,0.5,50,model3,0.0024060182443574434,50,beta = 0.5
300,0.5,50,model4,1.3334302672064324e-4,50,beta = 0.5
301,0.5,50,model1,0.02655907260082729,50,beta = 0.5
301,0.5,50,model2,0.10644936243396455,50,beta = 0.5
301,0.5,50,model3,0.0015780661632729298,50,beta = 0.5
301,0.5,50,model4,4.0502543265959865e-6,50,beta = 0.5
302,0.5,50,model1,0.005999609385915994,50,beta = 0.5
302,0.5,50,model2,1.714004626378043e-5,50,beta = 0.5
302,0.5,50,model3,1.093305480798236e-5,50,beta = 0.5
302,0.5,50,model4,7.2445139013783994e-06,50,beta = 0.5
303,0.5,50,model1,0.1000071865614726,50,beta = 0.5
303,0.5,50,model2,0.023343006623132635,50,beta = 0.5
303,0.5,50,model3,8.194503067029112e-4,50,beta = 0.5
303,0.5,50,model4,0.004995832808225679,50,beta = 0.5
304,0.5,50,model1,2.649315089110764e-6,50,beta = 0.5
304,0.5,50,model2,0.003305472455997901,50,beta = 0.5
304,0.5,50,model3,7.743946479759026e-6,50,beta = 0.5
304,0.5,50,model4,4.6561790799460455e-7,50,beta = 0.5
305,0.5,50,model1,0.04619245560184976,50,beta = 0.5
305,0.5,50,model2,0.005636320337807865,50,beta = 0.5
305,0.5,50,model3,0.007884230605979778,50,beta = 0.5
305,0.5,50,model4,5.770927073602078e-6,50,beta = 0.5
306,0.5,50,model1,0.1617441336805343,50,beta = 0.5
306,0.5,50,model2,5.044254444784806e-4,50,beta = 0.5
306,0.5,50,model3,3.554614454483865e-4,50,beta = 0.5
306,0.5,50,model4,1.4185471898684663e-5,50,beta = 0.5
307,0.5,50,model1,7.332534163064774e-4,50,beta = 0.5
307,0.5,50,model2,5.224053905198725e-4,50,beta = 0.5
307,0.5,50,model3,0.07070979688586548,50,beta = 0.5
307,0.5,50,model4,0.03914487875755349,50,beta = 0.5
308,0.5,50,model1,0.016863548090170724,50,beta = 0.5
308,0.5,50,model2,0.004046703116903018,50,beta = 0.5
308,0.5,50,model3,0.0835274043445706,50,beta = 0.5
308,0.5,50,model4,0.07318070492952508,50,beta = 0.5
309,0.5,50,model1,6.461099626581657e-5,50,beta = 0.5
309,0.5,50,model2,4.256842329405127e-5,50,beta = 0.5
309,0.5,50,model3,0.0340414220912986,50,beta = 0.5
309,0.5,50,model4,3.4181770692134994e-7,50,beta = 0.5
310,0.5,50,model1,0.008236567715431175,50,beta = 0.5
310,0.5,50,model2,3.5362309964361325e-6,50,beta = 0.5
310,0.5,50,model3,0.021219850643178523,50,beta = 0.5
310,0.5,50,model4,4.320540277120458e-5,50,beta = 0.5
311,0.5,50,model1,0.004768394589411743,50,beta = 0.5
311,0.5,50,model2,0.06026774854611958,50,beta = 0.5
311,0.5,50,model3,1.9190116485254846e-4,50,beta = 0.5
311,0.5,50,model4,1.0539214151882351e-4,50,beta = 0.5
312,0.5,50,model1,9.775320466501496e-6,50,beta = 0.5
312,0.5,50,model2,0.014918625984257574,50,beta = 0.5
312,0.5,50,model3,0.04314574259369099,50,beta = 0.5
312,0.5,50,model4,6.020258965009797e-4,50,beta = 0.5
313,0.5,50,model1,0.0043078787570889,50,beta = 0.5
313,0.5,50,model2,3.4791235047692675e-4,50,beta = 0.5
313,0.5,50,model3,4.87432772412685e-5,50,beta = 0.5
313,0.5,50,model4,2.1570676049356073e-4,50,beta = 0.5
314,0.5,50,model1,5.621743355016458e-4,50,beta = 0.5
314,0.5,50,model2,6.785983968874484e-8,50,beta = 0.5
314,0.5,50,model3,0.0010133758995535048,50,beta = 0.5
314,0.5,50,model4,4.224398480039583e-5,50,beta = 0.5
315,0.5,50,model1,0.0012266386121535969,50,beta = 0.5
315,0.5,50,model2,0.008115942689177735,50,beta = 0.5
315,0.5,50,model3,8.792330715806976e-4,50,beta = 0.5
315,0.5,50,model4,4.832763663507251e-4,50,beta = 0.5
316,0.5,50,model1,0.0022880546640403816,50,beta = 0.5
316,0.5,50,model2,6.576993594048237e-7,50,beta = 0.5
316,0.5,50,model3,0.007005692715666687,50,beta = 0.5
316,0.5,50,model4,9.895057834058382e-7,50,beta = 0.5
317,0.5,50,model1,1.981904602028713e-5,50,beta = 0.5
317,0.5,50,model2,0.0015234228262288917,50,beta = 0.5
317,0.5,50,model3,0.08369814452308057,50,beta = 0.5
317,0.5,50,model4,5.67323167508829e-4,50,beta = 0.5
318,0.5,50,model1,0.019088199441717177,50,beta = 0.5
318,0.5,50,model2,0.23175312781120821,50,beta = 0.5
318,0.5,50,model3,3.334427638365488e-4,50,beta = 0.5
318,0.5,50,model4,7.515016138594842e-4,50,beta = 0.5
319,0.5,50,model1,2.815462285108956e-4,50,beta = 0.5
319,0.5,50,model2,0.009328211486507712,50,beta = 0.5
319,0.5,50,model3,0.0012421791960053892,50,beta = 0.5
319,0.5,50,model4,5.872710010837181e-4,50,beta = 0.5
320,0.5,50,model1,0.005271399431295865,50,beta = 0.5
320,0.5,50,model2,1.42507800558792e-6,50,beta = 0.5
320,0.5,50,model3,0.005330833702451036,50,beta = 0.5
320,0.5,50,model4,2.1991842741084284e-5,50,beta = 0.5
321,0.5,50,model1,2.8277308936426853e-4,50,beta = 0.5
321,0.5,50,model2,0.0324408704931429,50,beta = 0.5
321,0.5,50,model3,0.12943009027345453,50,beta = 0.5
321,0.5,50,model4,9.263015586417006e-4,50,beta = 0.5
322,0.5,50,model1,0.03243633094713564,50,beta = 0.5
322,0.5,50,model2,1.5085421541824847e-4,50,beta = 0.5
322,0.5,50,model3,3.820012746594412e-6,50,beta = 0.5
322,0.5,50,model4,8.55413810042638e-5,50,beta = 0.5
323,0.5,50,model1,3.8930163878176364e-4,50,beta = 0.5
323,0.5,50,model2,1.1699292687261088e-4,50,beta = 0.5
323,0.5,50,model3,0.019971415395258933,50,beta = 0.5
323,0.5,50,model4,0.0045517798097249205,50,beta = 0.5
324,0.5,50,model1,0.0024919224979206398,50,beta = 0.5
324,0.5,50,model2,0.0100925257424503,50,beta = 0.5
324,0.5,50,model3,0.002813593182558647,50,beta = 0.5
324,0.5,50,model4,9.355998638206274e-4,50,beta = 0.5
325,0.5,50,model1,0.002545061638060299,50,beta = 0.5
325,0.5,50,model2,5.45998831056773e-4,50,beta = 0.5
325,0.5,50,model3,3.298702898976212e-5,50,beta = 0.5
325,0.5,50,model4,2.479973133764417e-4,50,beta = 0.5
326,0.5,50,model1,0.002221239426065425,50,beta = 0.5
326,0.5,50,model2,7.849576970404486e-4,50,beta = 0.5
326,0.5,50,model3,4.005949152337435e-4,50,beta = 0.5
326,0.5,50,model4,0.004218840391209553,50,beta = 0.5
327,0.5,50,model1,0.32524158065020814,50,beta = 0.5
327,0.5,50,model2,0.00721024373957128,50,beta = 0.5
327,0.5,50,model3,1.067618627718941e-7,50,beta = 0.5
327,0.5,50,model4,3.869866766594734e-6,50,beta = 0.5
328,0.5,50,model1,0.002137373008412358,50,beta = 0.5
328,0.5,50,model2,3.5281177814100635e-4,50,beta = 0.5
328,0.5,50,model3,3.0212776788655487e-4,50,beta = 0.5
328,0.5,50,model4,0.0011725032987752956,50,beta = 0.5
329,0.5,50,model1,0.014961295533005509,50,beta = 0.5
329,0.5,50,model2,1.007542930544376e-6,50,beta = 0.5
329,0.5,50,model3,6.663288348659565e-7,50,beta = 0.5
329,0.5,50,model4,0.004306026940199534,50,beta = 0.5
330,0.5,50,model1,6.265564173908535e-5,50,beta = 0.5
330,0.5,50,model2,3.672543373129732e-4,50,beta = 0.5
330,0.5,50,model3,1.4733511614961714e-4,50,beta = 0.5
330,0.5,50,model4,3.043208604243198e-4,50,beta = 0.5
331,0.5,50,model1,0.012408568936302619,50,beta = 0.5
331,0.5,50,model2,0.009561213017597452,50,beta = 0.5
331,0.5,50,model3,5.541845229936014e-4,50,beta = 0.5
331,0.5,50,model4,0.005625147833267429,50,beta = 0.5
332,0.5,50,model1,3.201186795279467e-6,50,beta = 0.5
332,0.5,50,model2,0.017844290099852778,50,beta = 0.5
332,0.5,50,model3,5.019913298764183e-4,50,beta = 0.5
332,0.5,50,model4,0.007723567035430755,50,beta = 0.5
333,0.5,50,model1,6.877089920590476e-4,50,beta = 0.5
333,0.5,50,model2,0.10715332092612828,50,beta = 0.5
333,0.5,50,model3,1.8411724920847853e-4,50,beta = 0.5
333,0.5,50,model4,1.08069660698384e-5,50,beta = 0.5
334,0.5,50,model1,1.074556967791815e-4,50,beta = 0.5
334,0.5,50,model2,0.0018867153769605292,50,beta = 0.5
334,0.5,50,model3,0.005256077923946777,50,beta = 0.5
334,0.5,50,model4,9.630251834035078e-7,50,beta = 0.5
335,0.5,50,model1,2.6995567060396623e-5,50,beta = 0.5
335,0.5,50,model2,0.0010515240206803059,50,beta = 0.5
335,0.5,50,model3,4.538348662281606e-5,50,beta = 0.5
335,0.5,50,model4,4.6804822499521613e-4,50,beta = 0.5
336,0.5,50,model1,5.319356318193062e-4,50,beta = 0.5
336,0.5,50,model2,0.012585338904680204,50,beta = 0.5
336,0.5,50,model3,3.3507910575479035e-4,50,beta = 0.5
336,0.5,50,model4,9.735691053312724e-4,50,beta = 0.5
337,0.5,50,model1,5.9971953550848435e-5,50,beta = 0.5
337,0.5,50,model2,0.01523514887662744,50,beta = 0.5
337,0.5,50,model3,0.08702553756167743,50,beta = 0.5
337,0.5,50,model4,9.341927697486123e-5,50,beta = 0.5
338,0.5,50,model1,0.004664724700294636,50,beta = 0.5
338,0.5,50,model2,0.011993917866025475,50,beta = 0.5
338,0.5,50,model3,0.04661041774241474,50,beta = 0.5
338,0.5,50,model4,2.699851722950216e-4,50,beta = 0.5
339,0.5,50,model1,0.0023825453650655245,50,beta = 0.5
339,0.5,50,model2,6.212021178913861e-4,50,beta = 0.5
339,0.5,50,model3,0.19739485484940053,50,beta = 0.5
339,0.5,50,model4,0.006487427953456267,50,beta = 0.5
340,0.5,50,model1,8.178619091097157e-4,50,beta = 0.5
340,0.5,50,model2,4.722104157430401e-9,50,beta = 0.5
340,0.5,50,model3,3.061507838056468e-8,50,beta = 0.5
340,0.5,50,model4,5.402252303516884e-4,50,beta = 0.5
341,0.5,50,model1,3.980325592467375e-4,50,beta = 0.5
341,0.5,50,model2,0.001669288044454493,50,beta = 0.5
341,0.5,50,model3,4.5168575366567773e-4,50,beta = 0.5
341,0.5,50,model4,0.002383947261335299,50,beta = 0.5
342,0.5,50,model1,8.844835647673392e-6,50,beta = 0.5
342,0.5,50,model2,1.1289402793535403e-4,50,beta = 0.5
342,0.5,50,model3,1.7028867420258212e-6,50,beta = 0.5
342,0.5,50,model4,4.037717631603464e-4,50,beta = 0.5
343,0.5,50,model1,9.614744549692953e-4,50,beta = 0.5
343,0.5,50,model2,3.2874255863180914e-4,50,beta = 0.5
343,0.5,50,model3,0.005894516482930114,50,beta = 0.5
343,0.5,50,model4,2.514697347306901e-4,50,beta = 0.5
344,0.5,50,model1,0.0011592681080012904,50,beta = 0.5
344,0.5,50,model2,3.982955578164187e-5,50,beta = 0.5
344,0.5,50,model3,0.035588177381674566,50,beta = 0.5
344,0.5,50,model4,0.06047527540291393,50,beta = 0.5
345,0.5,50,model1,7.637046516804016e-6,50,beta = 0.5
345,0.5,50,model2,0.05412107595780552,50,beta = 0.5
345,0.5,50,model3,8.214361887562803e-5,50,beta = 0.5
345,0.5,50,model4,3.952266285240429e-7,50,beta = 0.5
346,0.5,50,model1,0.004075175514577817,50,beta = 0.5
346,0.5,50,model2,0.017135514020020934,50,beta = 0.5
346,0.5,50,model3,2.0991930881847072e-4,50,beta = 0.5
346,0.5,50,model4,3.997319398767551e-6,50,beta = 0.5
347,0.5,50,model1,9.914372484775569e-5,50,beta = 0.5
347,0.5,50,model2,3.3150994252770314e-4,50,beta = 0.5
347,0.5,50,model3,1.7630102497584753e-4,50,beta = 0.5
347,0.5,50,model4,0.003256856242120397,50,beta = 0.5
348,0.5,50,model1,0.004499204979988722,50,beta = 0.5
348,0.5,50,model2,0.14203002185526603,50,beta = 0.5
348,0.5,50,model3,0.002835623461413599,50,beta = 0.5
348,0.5,50,model4,1.4994288664241947e-4,50,beta = 0.5
349,0.5,50,model1,0.005083034315385633,50,beta = 0.5
349,0.5,50,model2,0.006973229620102935,50,beta = 0.5
349,0.5,50,model3,5.667323283495422e-4,50,beta = 0.5
349,0.5,50,model4,2.594503140715066e-5,50,beta = 0.5
350,0.5,50,model1,5.315646314521914e-4,50,beta = 0.5
350,0.5,50,model2,0.0021297441859646125,50,beta = 0.5
350,0.5,50,model3,0.03124314966089149,50,beta = 0.5
350,0.5,50,model4,5.1387069264956754e-5,50,beta = 0.5
351,0.5,50,model1,2.894099857762245e-5,50,beta = 0.5
351,0.5,50,model2,2.370514777653743e-4,50,beta = 0.5
351,0.5,50,model3,0.0011569404760506416,50,beta = 0.5
351,0.5,50,model4,0.005840267618497551,50,beta = 0.5
352,0.5,50,model1,0.013796052401922736,50,beta = 0.5
352,0.5,50,model2,0.0021249508317033386,50,beta = 0.5
352,0.5,50,model3,0.001417778476186459,50,beta = 0.5
352,0.5,50,model4,0.019601598346337613,50,beta = 0.5
353,0.5,50,model1,0.0017617382773771934,50,beta = 0.5
353,0.5,50,model2,7.234808230713509e-4,50,beta = 0.5
353,0.5,50,model3,0.002267831174119489,50,beta = 0.5
353,0.5,50,model4,9.55226264923077e-5,50,beta = 0.5
354,0.5,50,model1,0.03736807239107673,50,beta = 0.5
354,0.5,50,model2,0.07865434717607957,50,beta = 0.5
354,0.5,50,model3,0.00439643172048879,50,beta = 0.5
354,0.5,50,model4,0.005915295792420349,50,beta = 0.5
355,0.5,50,model1,4.458565767696733e-4,50,beta = 0.5
355,0.5,50,model2,0.0011213608734551373,50,beta = 0.5
355,0.5,50,model3,7.375493748161794e-5,50,beta = 0.5
355,0.5,50,model4,0.459393333741812,50,beta = 0.5
356,0.5,50,model1,0.0017795002281427372,50,beta = 0.5
